Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2014,Bread & Roses Integrated Arts,333903,New York,New York,10030,7,0,<4,0,5,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2014,Broome Street Academy Charter,333904,New York,New York,10013,<4,0,0,0,<4,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2014,Business Of Sports School,333763,New York,New York,10019,13,0,<4,<4,8,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Cascades High School,333513,New York,New York,10002,8,0,0,<4,7,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Cathedral High School,333520,New York,New York,10022,21,8,7,4,<4,"New York, NY 10022
(40.758794, -73.967213)"
Fall 2014,Central Park East Sec School,332964,New York,New York,10029,22,4,14,<4,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2014,Chapin School,333540,New York,New York,10028,<4,<4,0,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2014,Chelsea Career & Technical Edu,333555,New York,New York,10013,11,<4,0,4,5,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2014,Choir Academy Of Harlem,333557,New York,New York,10035,<4,0,0,<4,0,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2014,Churchill School,333500,New York,New York,10016,4,0,<4,<4,0,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2014,City  As A  School,330652,New York,New York,10014,13,0,<4,<4,10,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2014,City College Academy The Arts,332929,New York,New York,10040,12,<4,9,<4,0,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,Coalition Sch Social Change,333561,New York,New York,10035,9,0,<4,4,<4,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2014,Columbia Grammar & Prepratory,333570,New York,New York,10025,<4,<4,0,0,0,"New York, NY 10025
(40.797862, -73.96578)"
Fall 2014,Columbia Secondary School,333907,New York,New York,10027,8,<4,5,<4,0,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2014,Community Health Academy Heigh,331033,New York,New York,10032,<4,0,0,<4,<4,"New York, NY 10032
(40.838832, -73.942124)"
Fall 2014,Convent Of The Sacred Heart,333575,New York,New York,10128,<4,<4,<4,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2014,Cristo Rey High School,333426,New York,New York,10029,12,7,<4,<4,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2014,Dalton School,333580,New York,New York,10128,5,5,0,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2014,Democracy Prep Charter School,333404,New York,New York,10030,<4,<4,0,<4,0,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2014,Dominican Academy,333595,New York,New York,10065,9,5,<4,0,<4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2014,East Side Community High Sch,333608,New York,New York,10009,15,<4,11,<4,<4,"New York, NY 10009
(40.727235, -73.978411)"
Fall 2014,Edward A Reynolds West Side Hs,334136,New York,New York,10025,17,0,<4,0,16,"New York, NY 10025
(40.797862, -73.96578)"
Fall 2014,Eleanor Roosevelt High School,333648,New York,New York,10021,32,22,9,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2014,Emma Lazarus High School,334106,New York,New York,10002,<4,<4,0,0,0,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Essex Street Academy,333693,New York,New York,10002,22,<4,12,5,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,F. H. Laguardia High Sch Music,333685,New York,New York,10023,141,54,60,0,27,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Food And Finance High School,333631,New York,New York,10019,19,0,5,10,4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Frank Mc Court High School,334032,New York,New York,10024,9,<4,6,0,0,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2014,Frederick Douglas Academy  I I,333632,New York,New York,10026,10,<4,<4,4,<4,"New York, NY 10026
(40.802538, -73.953186)"
Fall 2014,Frederick Douglass Academy,333643,New York,New York,10039,41,13,10,8,10,"New York, NY 10039
(40.825967, -73.93726)"
Fall 2014,Friends Seminary,333645,New York,New York,10003,<4,<4,0,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,George Washington High School,333655,New York,New York,10040,<4,0,<4,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,Global Learning Collaborative,333647,New York,New York,10024,11,<4,<4,0,6,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2014,Gotham Professional Arts Acade,444444,New York,New York,11233,23,0,<4,<4,20,"New York, NY 11233
(40.67783, -73.919096)"
Fall 2014,Gramercy Arts High School,333638,New York,New York,10003,15,<4,8,<4,4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,Gregorio Luperon High School,333749,New York,New York,10032,4,<4,<4,0,0,"New York, NY 10032
(40.838832, -73.942124)"
Fall 2014,Harlem Renaisance High School,334021,New York,New York,10035,<4,0,0,<4,<4,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2014,Harlem Village Academy Hs,333639,New York,New York,10027,14,6,6,<4,<4,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2014,Harvey Milk School,333677,New York,New York,10003,<4,0,0,0,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,Henry Street Sch Intnl Studies,334022,New York,New York,10002,4,<4,<4,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,High Sch For Arts Imag & Inq,333832,New York,New York,10023,10,<4,<4,<4,6,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,High School Of Art & Design,334035,New York,New York,10022,41,<4,12,<4,25,"New York, NY 10022
(40.758794, -73.967213)"
Fall 2014,Home-School,970000,New York,New York,10281,11,<4,6,<4,<4,"New York, NY 10281
(40.713678, -74.015089)"
Fall 2014,Hs Environmental Studies,333674,New York,New York,10019,44,21,12,<4,8,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Hs For Dual Language & Asian S,333600,New York,New York,10002,25,15,5,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Hs For Health Careers And Scie,333698,New York,New York,10040,7,<4,<4,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,Hs For Health Professions & Hu,333817,New York,New York,10003,44,23,8,7,6,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,Hs For Language & Diplomacy,333642,New York,New York,10003,5,0,5,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,"Hs For Law, Advocacy And Commu",333796,New York,New York,10023,<4,<4,<4,<4,0,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Hs For Law & Public Service,333687,New York,New York,10040,21,5,7,<4,6,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,"Hs For Math, Science And Engin",333691,New York,New York,10031,20,17,<4,0,<4,"New York, NY 10031
(40.825632, -73.949608)"
Fall 2014,Hs For Media & Communications,333689,New York,New York,10040,<4,0,<4,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,H S Graphic Communications Art,333850,New York,New York,10019,22,0,10,<4,9,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Hs Of Arts And Technology,333797,New York,New York,10023,5,<4,<4,<4,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Hs Of Economics / Finance,333816,New York,New York,10006,11,5,4,<4,0,"New York, NY 10006
(40.708113, -74.013863)"
Fall 2014,Hs Of Fashion Industries,333680,New York,New York,10011,83,5,19,8,51,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Hs Of Hospitality Management,333692,New York,New York,10019,8,<4,<4,<4,4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Hudson Hs Learning Tech,334116,New York,New York,10011,<4,<4,<4,0,0,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Humanities Preparatory Academy,333704,New York,New York,10011,7,<4,5,<4,0,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Hunter College High School,333705,New York,New York,10128,14,8,5,0,<4,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2014,Independence High School,333711,New York,New York,10019,5,0,0,<4,4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Innovation Diploma Plus  H S,333732,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2014,Institute For Collaborative Ed,333672,New York,New York,10003,19,5,10,<4,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,International H S - Union Squa,333427,New York,New York,10003,5,<4,4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,Jacqueline Kennedy Onassis Hs,333686,New York,New York,10036,18,<4,8,<4,5,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2014,James Baldwin School,333633,New York,New York,10011,9,0,<4,<4,7,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,John V Lindsay Wildcat Academy,334134,New York,New York,10004,8,0,0,<4,7,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2014,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,40,9,24,7,0,"Bronx, NY 10451
(40.820656, -73.923938)"
Fall 2014,Landmark High School,333733,New York,New York,10011,15,0,5,5,5,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,La Salle Academy,333730,New York,New York,10003,10,7,0,<4,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,La Scuola D'Italia G Marconi,334041,New York,New York,10128,<4,0,0,0,<4,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2014,Leadership And Public Service,333819,New York,New York,10006,16,0,5,<4,9,"New York, NY 10006
(40.708113, -74.013863)"
Fall 2014,Leadership Secondary School,333737,New York,New York,10002,<4,0,0,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Legacy High  School,333742,New York,New York,10044,7,0,<4,<4,<4,"New York, NY 10044
(40.761127, -73.950758)"
Fall 2014,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,<4,0,<4,0,0,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2014,Liberty Hs Academy Newcomers,333743,New York,New York,10011,4,<4,<4,0,0,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Life Sciences Secondary School,333744,New York,New York,10128,17,<4,7,<4,6,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2014,Little Red School House And El,333610,New York,New York,10014,<4,<4,0,0,<4,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2014,Louis D Brandeis High School,333675,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2014,Lower East Side Preparatory,333754,New York,New York,10002,18,5,7,<4,5,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Lower Manhattan Arts Academy,333731,New York,New York,10002,13,0,7,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Loyola School,333755,New York,New York,10028,<4,0,<4,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2014,Lycee Francais De New York,333760,New York,New York,10021,<4,0,0,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2014,Manhattan Academy Art / Langua,333408,New York,New York,10016,<4,<4,0,0,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2014,Manhattan Bridges High School,333783,New York,New York,10019,7,<4,4,0,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Manhattan Business Academy,335361,New York,New York,10011,14,<4,7,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Manhattan Cntr For Sci & Math,333784,New York,New York,10029,42,23,14,<4,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2014,Manhattan Comp Night Day H S,333787,New York,New York,10003,10,4,<4,0,4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2014,Manhattan High Sch For Girls,333022,New York,New York,10021,<4,0,0,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2014,Manhattan  Hunter Science  H S,333785,New York,New York,10023,14,7,<4,<4,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Manhattan International H S,333790,New York,New York,10065,7,<4,<4,0,4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2014,Manhattan Theatre Lab,333782,New York,New York,10023,5,0,<4,<4,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Manhattan Village Academy,333791,New York,New York,10010,24,11,11,<4,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2014,Marsha Stern Talmudical Acad,334148,New York,New York,10033,<4,<4,0,0,0,"New York, NY 10033
(40.849955, -73.936182)"
Fall 2014,Marta Valle High School,333794,New York,New York,10002,7,<4,<4,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Martin Luther King Jr High Sch,333793,New York,New York,10023,6,0,<4,<4,4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Marymount School,333800,New York,New York,10028,<4,<4,<4,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2014,Millennium High School,333798,New York,New York,10004,34,12,15,<4,5,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2014,Mother Cabrini High School,333828,New York,New York,10040,14,<4,7,<4,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2014,Mott Hall Bronx  H S,330969,New York,New York,10457,17,0,8,5,4,"New York, NY 10457
(40.846788, -73.899203)"
Fall 2014,Mott Hall High School,333641,New York,New York,10030,8,0,5,<4,0,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2014,Murray Hill Academy,333778,New York,New York,10016,10,<4,<4,<4,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2014,Murry Bergtraum H S,333835,New York,New York,10038,22,<4,8,<4,8,"New York, NY 10038
(40.709485, -74.003005)"
Fall 2014,New Design High School,333842,New York,New York,10002,20,<4,10,6,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,New Explorations Into Science,333843,New York,New York,10002,22,19,<4,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,New Heights Academy Charter Sc,333403,New York,New York,10031,21,8,9,<4,<4,"New York, NY 10031
(40.825632, -73.949608)"
Fall 2014,Norman Thomas High School,333525,New York,New York,10016,11,0,0,0,11,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2014,Northeastern Academy,333865,New York,New York,10034,6,0,0,<4,5,"New York, NY 10034
(40.867758, -73.921144)"
Fall 2014,Notre Dame School Of Manhattan,333870,New York,New York,10014,5,<4,<4,0,0,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2014,N Y C  I  School,333877,New York,New York,10013,10,4,5,0,<4,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2014,N Y C  Lab School For Collabor,333853,New York,New York,10011,31,16,13,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2014,Pace High School,333866,New York,New York,10002,23,5,9,<4,7,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2014,Park East High School,333875,New York,New York,10029,16,<4,<4,7,5,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2014,Park West Evening High School,333869,New York,New York,10019,<4,0,<4,0,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2014,Professional Childrens School,333890,New York,New York,10023,<4,<4,<4,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2014,Professional Performing Arts S,333847,New York,New York,10036,6,<4,5,0,0,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2014,Public Schools Repertory Cmpny,333893,New York,New York,10036,<4,0,<4,0,0,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2014,Ramaz Upper School,333900,New York,New York,10075,6,4,<4,0,<4,"New York, NY 10075
(40.773274, -73.956094)"
Fall 2014,Regis High School,333905,New York,New York,10028,8,7,<4,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2014,Renaissance Chrt H S Innovatio,333666,New York,New York,10029,14,<4,4,6,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2014,Repertory Company High School,333854,New York,New York,10036,<4,0,<4,<4,0,"New York, NY 10036
(40.759522, -73.990194)"
